File Path,filename,name,height,width,xmin,ymin,xmax,ymax
PASCAL VOC with XML Files\Dog\Annotations\55762855-337.xml,55762855-337.png,Dog,720,720,128,15,592,719
PASCAL VOC with XML Files\Dog\Annotations\55b35c59-cjglv.xml,55b35c59-cjglv.png,Dog,720,720,91,98,611,719
PASCAL VOC with XML Files\Dog\Annotations\55e33b73-217.xml,55e33b73-217.png,Dog,720,720,0,57,701,714
PASCAL VOC with XML Files\Dog\Annotations\56b072ac-260.xml,56b072ac-260.png,Dog,720,720,26,75,687,718
PASCAL VOC with XML Files\Dog\Annotations\5856e52f-56.xml,5856e52f-56.png,Dog,720,720,19,39,547,696
PASCAL VOC with XML Files\Dog\Annotations\597d4449-131.xml,597d4449-131.png,Dog,720,720,13,67,719,719
PASCAL VOC with XML Files\Dog\Annotations\59b1591a-225.xml,59b1591a-225.png,Dog,720,720,95,54,696,493
PASCAL VOC with XML Files\Dog\Annotations\5aa26dd5-365.xml,5aa26dd5-365.png,Dog,720,720,0,14,710,704
PASCAL VOC with XML Files\Dog\Annotations\5baa7713-zsdfh.xml,5baa7713-zsdfh.png,Dog,720,720,2,9,686,718
PASCAL VOC with XML Files\Dog\Annotations\5f234f79-53.xml,5f234f79-53.png,Dog,720,720,9,134,628,655
PASCAL VOC with XML Files\Dog\Annotations\5fcf6edc-286.xml,5fcf6edc-286.png,Dog,720,720,43,102,592,676
PASCAL VOC with XML Files\Dog\Annotations\6113af23-hl.xml,6113af23-hl.png,Dog,720,720,6,172,719,648
PASCAL VOC with XML Files\Dog\Annotations\636626a5-263.xml,636626a5-263.png,Dog,720,720,57,83,662,719
PASCAL VOC with XML Files\Dog\Annotations\659a30c1-246.xml,659a30c1-246.png,Dog,720,720,174,114,460,659
PASCAL VOC with XML Files\Dog\Annotations\67c1243a-142.xml,67c1243a-142.png,Dog,720,720,130,114,581,700
PASCAL VOC with XML Files\Dog\Annotations\68d09590-348.xml,68d09590-348.png,Dog,720,720,10,75,719,666
PASCAL VOC with XML Files\Dog\Annotations\6c29684e-36.xml,6c29684e-36.png,Dog,720,720,5,35,719,704
PASCAL VOC with XML Files\Dog\Annotations\6d2cac13-346.xml,6d2cac13-346.png,Dog,720,720,6,0,719,716
PASCAL VOC with XML Files\Dog\Annotations\6dacfc25-dhk.xml,6dacfc25-dhk.png,Dog,720,720,0,0,571,717
PASCAL VOC with XML Files\Dog\Annotations\6eb11665-gjk.xml,6eb11665-gjk.png,Dog,720,720,15,30,710,675
PASCAL VOC with XML Files\Dog\Annotations\6fcb5143-257.xml,6fcb5143-257.png,Dog,720,720,1,147,717,620
PASCAL VOC with XML Files\Dog\Annotations\6fed0197-396.xml,6fed0197-396.png,Dog,720,720,61,261,381,661
PASCAL VOC with XML Files\Dog\Annotations\70d95204-21.xml,70d95204-21.png,Dog,720,720,0,141,720,632
PASCAL VOC with XML Files\Dog\Annotations\710b026a-367.xml,710b026a-367.png,Dog,720,720,76,82,642,656
PASCAL VOC with XML Files\Dog\Annotations\71459445-xfghj.xml,71459445-xfghj.png,Dog,720,720,454,129,709,647
PASCAL VOC with XML Files\Dog\Annotations\71b6a9c8-226.xml,71b6a9c8-226.png,Dog,720,720,52,28,719,719
PASCAL VOC with XML Files\Dog\Annotations\72138545-33.xml,72138545-33.png,Dog,720,720,130,13,715,706
PASCAL VOC with XML Files\Dog\Annotations\74756b89-239.xml,74756b89-239.png,Dog,720,720,0,70,719,690
PASCAL VOC with XML Files\Dog\Annotations\74d96aea-sdtgjd.xml,74d96aea-sdtgjd.png,Dog,720,720,128,66,621,678
PASCAL VOC with XML Files\Dog\Annotations\77026061-sfhjk.xml,77026061-sfhjk.png,Dog,720,720,21,42,701,696
PASCAL VOC with XML Files\Dog\Annotations\773c27ea-302.xml,773c27ea-302.png,Dog,720,720,270,45,719,719
PASCAL VOC with XML Files\Dog\Annotations\79036172-5.xml,79036172-5.png,Dog,720,720,71,3,620,719
PASCAL VOC with XML Files\Dog\Annotations\7aef66e6-hkl_2.xml,7aef66e6-hkl_2.png,Dog,720,720,251,98,519,719
PASCAL VOC with XML Files\Dog\Annotations\7c0d75f3-dfb.xml,7c0d75f3-dfb.png,Dog,720,720,168,0,689,719
PASCAL VOC with XML Files\Dog\Annotations\7c2b8f56-157.xml,7c2b8f56-157.png,Dog,720,720,0,17,653,612
PASCAL VOC with XML Files\Dog\Annotations\7d86425e-181.xml,7d86425e-181.png,Dog,720,720,82,46,719,713
PASCAL VOC with XML Files\Dog\Annotations\7e0c702f-149.xml,7e0c702f-149.png,Dog,720,720,106,0,561,714
PASCAL VOC with XML Files\Dog\Annotations\7f060f32-vbn.xml,7f060f32-vbn.png,Dog,720,720,0,38,719,719
PASCAL VOC with XML Files\Dog\Annotations\7f6562af-xcv_2.xml,7f6562af-xcv_2.png,Dog,720,720,82,0,675,719
PASCAL VOC with XML Files\Dog\Annotations\80a18b70-71.xml,80a18b70-71.png,Dog,720,720,74,146,443,670
PASCAL VOC with XML Files\Dog\Annotations\81a6cbed-274.xml,81a6cbed-274.png,Dog,720,720,83,84,711,719
PASCAL VOC with XML Files\Dog\Annotations\81a920a0-324.xml,81a920a0-324.png,Dog,720,720,6,193,714,719
PASCAL VOC with XML Files\Dog\Annotations\85034fa6-55.xml,85034fa6-55.png,Dog,720,720,22,58,715,703
PASCAL VOC with XML Files\Dog\Annotations\89106a2c-74.xml,89106a2c-74.png,Dog,720,720,0,44,654,719
PASCAL VOC with XML Files\Dog\Annotations\8a896f73-344.xml,8a896f73-344.png,Dog,720,720,0,70,720,674
PASCAL VOC with XML Files\Dog\Annotations\8aa67eba-gj.xml,8aa67eba-gj.png,Dog,720,720,93,22,719,717
PASCAL VOC with XML Files\Dog\Annotations\8b30dd51-drthb.xml,8b30dd51-drthb.png,Dog,720,720,52,150,604,674
PASCAL VOC with XML Files\Dog\Annotations\8cb00fe3-154.xml,8cb00fe3-154.png,Dog,720,720,164,28,653,693
PASCAL VOC with XML Files\Dog\Annotations\8cdc4eae-81.xml,8cdc4eae-81.png,Dog,720,720,36,0,611,719
PASCAL VOC with XML Files\Dog\Annotations\8d9b2e79-155.xml,8d9b2e79-155.png,Dog,720,720,71,161,355,620
PASCAL VOC with XML Files\Dog\Annotations\8dd385f8-24.xml,8dd385f8-24.png,Dog,720,720,179,0,525,719
PASCAL VOC with XML Files\Dog\Annotations\8f248cb5-145.xml,8f248cb5-145.png,Dog,720,720,139,84,655,719
PASCAL VOC with XML Files\Dog\Annotations\8f2cd6de-236.xml,8f2cd6de-236.png,Dog,720,720,237,1,714,719
PASCAL VOC with XML Files\Dog\Annotations\906587ef-386.xml,906587ef-386.png,Dog,720,720,482,12,668,719
PASCAL VOC with XML Files\Dog\Annotations\91db9347-9.xml,91db9347-9.png,Dog,720,720,161,71,588,638
PASCAL VOC with XML Files\Dog\Annotations\924b8b43-11.xml,924b8b43-11.png,Dog,720,720,39,27,692,650
PASCAL VOC with XML Files\Dog\Annotations\92d4b383-49.xml,92d4b383-49.png,Dog,720,720,404,103,621,414
PASCAL VOC with XML Files\Dog\Annotations\937f8323-1.xml,937f8323-1.png,Dog,720,720,58,43,682,686
PASCAL VOC with XML Files\Dog\Annotations\94c715fe-340.xml,94c715fe-340.png,Dog,720,720,2,120,719,717
PASCAL VOC with XML Files\Dog\Annotations\960859e7-94.xml,960859e7-94.png,Dog,720,720,19,136,718,719
PASCAL VOC with XML Files\Dog\Annotations\988a894f-349.xml,988a894f-349.png,Dog,720,720,0,119,720,660
PASCAL VOC with XML Files\Dog\Annotations\99bbb9ed-70.xml,99bbb9ed-70.png,Dog,720,720,1,0,719,718
PASCAL VOC with XML Files\Dog\Annotations\9ca86d52-221.xml,9ca86d52-221.png,Dog,720,720,13,57,719,650
PASCAL VOC with XML Files\Dog\Annotations\9cfe8138-283.xml,9cfe8138-283.png,Dog,720,720,9,16,697,707
PASCAL VOC with XML Files\Dog\Annotations\a09d08c6-188.xml,a09d08c6-188.png,Dog,720,720,466,273,719,681
PASCAL VOC with XML Files\Dog\Annotations\a2e19d6c-395.xml,a2e19d6c-395.png,Dog,720,720,96,22,506,692
PASCAL VOC with XML Files\Dog\Annotations\a3d40659-289.xml,a3d40659-289.png,Dog,720,720,231,0,719,719
PASCAL VOC with XML Files\Dog\Annotations\a429fa08-242.xml,a429fa08-242.png,Dog,720,720,7,0,691,720
PASCAL VOC with XML Files\Dog\Annotations\a4d4cc53-zxdfg.xml,a4d4cc53-zxdfg.png,Dog,720,720,16,61,695,719
PASCAL VOC with XML Files\Dog\Annotations\a5e0cbaf-266.xml,a5e0cbaf-266.png,Dog,720,720,131,26,629,679
PASCAL VOC with XML Files\Dog\Annotations\a6177333-227.xml,a6177333-227.png,Dog,720,720,122,16,598,695
PASCAL VOC with XML Files\Dog\Annotations\a7bb6156-308.xml,a7bb6156-308.png,Dog,720,720,186,0,562,627
PASCAL VOC with XML Files\Dog\Annotations\a80319ef-sgjd.xml,a80319ef-sgjd.png,Dog,720,720,308,137,435,406
PASCAL VOC with XML Files\Dog\Annotations\a866f2e5-238.xml,a866f2e5-238.png,Dog,720,720,28,36,714,697
PASCAL VOC with XML Files\Dog\Annotations\ac0eec8a-294.xml,ac0eec8a-294.png,Dog,720,720,93,57,565,719
PASCAL VOC with XML Files\Dog\Annotations\ad8b336e-13.xml,ad8b336e-13.png,Dog,720,720,74,96,717,532
PASCAL VOC with XML Files\Dog\Annotations\af38b792-259.xml,af38b792-259.png,Dog,720,720,0,0,717,719
PASCAL VOC with XML Files\Dog\Annotations\b03f205b-110.xml,b03f205b-110.png,Dog,720,720,5,345,328,719
PASCAL VOC with XML Files\Dog\Annotations\b0713907-15.xml,b0713907-15.png,Dog,720,720,5,103,507,719
PASCAL VOC with XML Files\Dog\Annotations\b209ad12-20.xml,b209ad12-20.png,Dog,720,720,36,0,690,718
PASCAL VOC with XML Files\Dog\Annotations\b311c013-182.xml,b311c013-182.png,Dog,720,720,263,263,449,649
PASCAL VOC with XML Files\Dog\Annotations\b3406e00-189.xml,b3406e00-189.png,Dog,720,720,7,18,711,719
PASCAL VOC with XML Files\Dog\Annotations\b6bb03fa-235.xml,b6bb03fa-235.png,Dog,720,720,67,27,646,692
PASCAL VOC with XML Files\Dog\Annotations\b7198d18-64.xml,b7198d18-64.png,Dog,720,720,0,2,718,690
PASCAL VOC with XML Files\Dog\Annotations\b742af1d-175.xml,b742af1d-175.png,Dog,720,720,24,10,712,714
PASCAL VOC with XML Files\Dog\Annotations\b80e4ee1-76.xml,b80e4ee1-76.png,Dog,720,720,0,18,699,719
PASCAL VOC with XML Files\Dog\Annotations\b81bcd03-384.xml,b81bcd03-384.png,Dog,720,720,78,0,570,719
PASCAL VOC with XML Files\Dog\Annotations\ba3e6047-141.xml,ba3e6047-141.png,Dog,720,720,0,0,716,720
PASCAL VOC with XML Files\Dog\Annotations\bb72b2ff-390.xml,bb72b2ff-390.png,Dog,720,720,245,49,618,710
PASCAL VOC with XML Files\Dog\Annotations\bd020074-362.xml,bd020074-362.png,Dog,720,720,70,112,579,586
PASCAL VOC with XML Files\Dog\Annotations\bef02570-307.xml,bef02570-307.png,Dog,720,720,41,35,546,719
PASCAL VOC with XML Files\Dog\Annotations\bf1d9855-130.xml,bf1d9855-130.png,Dog,720,720,92,0,620,720
PASCAL VOC with XML Files\Dog\Annotations\bf57b88d-146.xml,bf57b88d-146.png,Dog,720,720,198,43,521,719
PASCAL VOC with XML Files\Dog\Annotations\c2fe6c19-347.xml,c2fe6c19-347.png,Dog,720,720,24,28,719,683
PASCAL VOC with XML Files\Dog\Annotations\c39e50c6-342.xml,c39e50c6-342.png,Dog,720,720,145,0,621,616
PASCAL VOC with XML Files\Dog\Annotations\c48af401-119.xml,c48af401-119.png,Dog,720,720,65,0,657,719
PASCAL VOC with XML Files\Dog\Annotations\c809707f-345.xml,c809707f-345.png,Dog,720,720,184,23,525,719
PASCAL VOC with XML Files\Dog\Annotations\c82fa0e6-323.xml,c82fa0e6-323.png,Dog,720,720,208,143,605,719
PASCAL VOC with XML Files\Dog\Annotations\c8d03fa8-296.xml,c8d03fa8-296.png,Dog,720,720,45,15,719,719
PASCAL VOC with XML Files\Dog\Annotations\ca38e2b6-125.xml,ca38e2b6-125.png,Dog,720,720,5,0,543,717
PASCAL VOC with XML Files\Dog\Annotations\cb9366da-216.xml,cb9366da-216.png,Dog,720,720,275,243,482,648
PASCAL VOC with XML Files\Dog\Annotations\cbb51a4b-dfghjkd.xml,cbb51a4b-dfghjkd.png,Dog,720,720,5,20,703,689
PASCAL VOC with XML Files\Dog\Annotations\cbe6d7ad-320.xml,cbe6d7ad-320.png,Dog,720,720,153,2,717,719
PASCAL VOC with XML Files\Dog\Annotations\ce07c27c-hjkl.xml,ce07c27c-hjkl.png,Dog,720,720,51,80,643,719
PASCAL VOC with XML Files\Dog\Annotations\ce1ae628-137.xml,ce1ae628-137.png,Dog,720,720,207,28,719,719
PASCAL VOC with XML Files\Dog\Annotations\cefc0211-sdtj.xml,cefc0211-sdtj.png,Dog,720,720,79,96,557,678
PASCAL VOC with XML Files\Dog\Annotations\cf53d51c-192.xml,cf53d51c-192.png,Dog,720,720,7,10,708,709
PASCAL VOC with XML Files\Dog\Annotations\d1acc2d3-112.xml,d1acc2d3-112.png,Dog,720,720,78,54,484,586
PASCAL VOC with XML Files\Dog\Annotations\d1d3d3db-106.xml,d1d3d3db-106.png,Dog,720,720,149,142,715,719
PASCAL VOC with XML Files\Dog\Annotations\d25c1149-361.xml,d25c1149-361.png,Dog,720,720,115,3,719,711
PASCAL VOC with XML Files\Dog\Annotations\d25ef6fa-hlg.xml,d25ef6fa-hlg.png,Dog,720,720,42,15,670,636
PASCAL VOC with XML Files\Dog\Annotations\d3994dd8-59.xml,d3994dd8-59.png,Dog,720,720,33,11,648,708
PASCAL VOC with XML Files\Dog\Annotations\d39e1bb0-269.xml,d39e1bb0-269.png,Dog,720,720,382,101,719,625
PASCAL VOC with XML Files\Dog\Annotations\d4041bd9-252.xml,d4041bd9-252.png,Dog,720,720,125,99,591,659
PASCAL VOC with XML Files\Dog\Annotations\d53d05dc-35.xml,d53d05dc-35.png,Dog,720,720,15,100,719,718
PASCAL VOC with XML Files\Dog\Annotations\d6083f06-87.xml,d6083f06-87.png,Dog,720,720,74,15,600,719
PASCAL VOC with XML Files\Dog\Annotations\d713cf45-101.xml,d713cf45-101.png,Dog,720,720,26,91,719,663
PASCAL VOC with XML Files\Dog\Annotations\d80f1abf-118.xml,d80f1abf-118.png,Dog,720,720,80,87,601,531
PASCAL VOC with XML Files\Dog\Annotations\da82cf45-179.xml,da82cf45-179.png,Dog,720,720,383,378,685,719
PASCAL VOC with XML Files\Dog\Annotations\da909210-184.xml,da909210-184.png,Dog,720,720,73,73,637,680
PASCAL VOC with XML Files\Dog\Annotations\e079824d-215.xml,e079824d-215.png,Dog,720,720,215,80,659,558
PASCAL VOC with XML Files\Dog\Annotations\e0ebc21f-321.xml,e0ebc21f-321.png,Dog,720,720,11,131,712,643
PASCAL VOC with XML Files\Dog\Annotations\e38548e2-359.xml,e38548e2-359.png,Dog,720,720,10,27,629,719
PASCAL VOC with XML Files\Dog\Annotations\e59c0beb-105.xml,e59c0beb-105.png,Dog,720,720,0,74,720,675
PASCAL VOC with XML Files\Dog\Annotations\e6f80b12-93.xml,e6f80b12-93.png,Dog,720,720,46,28,670,684
PASCAL VOC with XML Files\Dog\Annotations\e7e2cbcb-364.xml,e7e2cbcb-364.png,Dog,720,720,0,111,582,647
PASCAL VOC with XML Files\Dog\Annotations\edea5895-dftyh.xml,edea5895-dftyh.png,Dog,720,720,96,0,506,717
PASCAL VOC with XML Files\Dog\Annotations\ee83b2a6-22.xml,ee83b2a6-22.png,Dog,720,720,148,37,557,711
PASCAL VOC with XML Files\Dog\Annotations\eed49611-314.xml,eed49611-314.png,Dog,720,720,0,42,557,719
PASCAL VOC with XML Files\Dog\Annotations\eff64cf5-356.xml,eff64cf5-356.png,Dog,720,720,62,125,656,579
PASCAL VOC with XML Files\Dog\Annotations\f047e955-232.xml,f047e955-232.png,Dog,720,720,103,45,710,719
PASCAL VOC with XML Files\Dog\Annotations\f0e6df9c-7.xml,f0e6df9c-7.png,Dog,720,720,14,50,719,719
PASCAL VOC with XML Files\Dog\Annotations\f1736d85-293.xml,f1736d85-293.png,Dog,720,720,73,91,547,719
PASCAL VOC with XML Files\Dog\Annotations\f1acc2cb-368.xml,f1acc2cb-368.png,Dog,720,720,16,121,692,584
PASCAL VOC with XML Files\Dog\Annotations\f4d6f28f-16.xml,f4d6f28f-16.png,Dog,720,720,41,1,698,719
PASCAL VOC with XML Files\Dog\Annotations\f4e408b2-124.xml,f4e408b2-124.png,Dog,720,720,76,74,622,719
PASCAL VOC with XML Files\Dog\Annotations\f5c37ce8-98.xml,f5c37ce8-98.png,Dog,720,720,82,2,614,719
PASCAL VOC with XML Files\Dog\Annotations\f5fb2b86-304.xml,f5fb2b86-304.png,Dog,720,720,0,101,709,719
PASCAL VOC with XML Files\Dog\Annotations\f6ee4130-57.xml,f6ee4130-57.png,Dog,720,720,159,15,685,719
PASCAL VOC with XML Files\Dog\Annotations\f6ff24d0-186.xml,f6ff24d0-186.png,Dog,720,720,11,0,715,614
PASCAL VOC with XML Files\Dog\Annotations\f7afa538-268.xml,f7afa538-268.png,Dog,720,720,15,92,661,676
PASCAL VOC with XML Files\Dog\Annotations\f7ff2dae-134.xml,f7ff2dae-134.png,Dog,720,720,3,105,696,650
PASCAL VOC with XML Files\Dog\Annotations\f8f02610-243.xml,f8f02610-243.png,Dog,720,720,447,194,649,646
PASCAL VOC with XML Files\Dog\Annotations\f95b7cdf-6.xml,f95b7cdf-6.png,Dog,720,720,2,3,719,707
PASCAL VOC with XML Files\Dog\Annotations\fa6c6797-14.xml,fa6c6797-14.png,Dog,720,720,7,11,639,717
PASCAL VOC with XML Files\Dog\Annotations\fab36184-270.xml,fab36184-270.png,Dog,720,720,91,2,629,719
PASCAL VOC with XML Files\Dog\Annotations\fbed7413-fgh.xml,fbed7413-fgh.png,Dog,720,720,0,139,720,705
PASCAL VOC with XML Files\Dog\Annotations\fc503323-213.xml,fc503323-213.png,Dog,720,720,14,10,707,719
PASCAL VOC with XML Files\Dog\Annotations\fc623290-102.xml,fc623290-102.png,Dog,720,720,74,52,564,708
PASCAL VOC with XML Files\Dog\Annotations\feda6c1a-88.xml,feda6c1a-88.png,Dog,720,720,27,0,612,714
PASCAL VOC with XML Files\Dog\Annotations\ffa3f389-151.xml,ffa3f389-151.png,Dog,720,720,2,84,695,618
