File Path,filename,name,height,width,xmin,ymin,xmax,ymax
PASCAL VOC with XML Files\Sheep\Annotations\2768bd4a-08c180983bd4dfa9.xml,2768bd4a-08c180983bd4dfa9.png,Sheep,720,720,0,53,482,719
PASCAL VOC with XML Files\Sheep\Annotations\2c127511-b757fe1c9ca6c130.xml,2c127511-b757fe1c9ca6c130.png,Sheep,720,720,10,20,719,719
PASCAL VOC with XML Files\Sheep\Annotations\2c1dc37a-274.xml,2c1dc37a-274.png,Sheep,720,720,1,315,497,714
PASCAL VOC with XML Files\Sheep\Annotations\2c9e5662-381.xml,2c9e5662-381.png,Sheep,720,720,29,100,623,719
PASCAL VOC with XML Files\Sheep\Annotations\2e62249b-231.xml,2e62249b-231.png,Sheep,720,720,1,61,708,666
PASCAL VOC with XML Files\Sheep\Annotations\2fed6b2b-323.xml,2fed6b2b-323.png,Sheep,720,720,50,86,608,719
PASCAL VOC with XML Files\Sheep\Annotations\32126778-314.xml,32126778-314.png,Sheep,720,720,145,110,719,719
PASCAL VOC with XML Files\Sheep\Annotations\328d115d-201.xml,328d115d-201.png,Sheep,720,720,89,1,597,647
PASCAL VOC with XML Files\Sheep\Annotations\33dbd80f-074162b10146d3b5.xml,33dbd80f-074162b10146d3b5.png,Sheep,720,720,37,104,587,653
PASCAL VOC with XML Files\Sheep\Annotations\36615db7-68.xml,36615db7-68.png,Sheep,720,720,38,8,676,719
PASCAL VOC with XML Files\Sheep\Annotations\36adf998-83.xml,36adf998-83.png,Sheep,720,720,0,40,719,719
PASCAL VOC with XML Files\Sheep\Annotations\36b06510-358.xml,36b06510-358.png,Sheep,720,720,191,69,587,719
PASCAL VOC with XML Files\Sheep\Annotations\37e6fe05-242.xml,37e6fe05-242.png,Sheep,720,720,8,146,719,636
PASCAL VOC with XML Files\Sheep\Annotations\385c1c91-11.xml,385c1c91-11.png,Sheep,720,720,104,22,631,719
PASCAL VOC with XML Files\Sheep\Annotations\38769b31-222.xml,38769b31-222.png,Sheep,720,720,98,86,719,719
PASCAL VOC with XML Files\Sheep\Annotations\38d1e59d-85.xml,38d1e59d-85.png,Sheep,720,720,4,66,629,612
PASCAL VOC with XML Files\Sheep\Annotations\3b4e5a2c-07e2a3b539c894cf.xml,3b4e5a2c-07e2a3b539c894cf.png,Sheep,720,720,5,94,715,719
PASCAL VOC with XML Files\Sheep\Annotations\3b954b9c-6e496a87a936f6a0.xml,3b954b9c-6e496a87a936f6a0.png,Sheep,720,720,28,0,693,705
PASCAL VOC with XML Files\Sheep\Annotations\3bc56e89-363.xml,3bc56e89-363.png,Sheep,720,720,78,40,578,719
PASCAL VOC with XML Files\Sheep\Annotations\3cf9c9e7-141.xml,3cf9c9e7-141.png,Sheep,720,720,0,25,502,698
PASCAL VOC with XML Files\Sheep\Annotations\3de0a746-169.xml,3de0a746-169.png,Sheep,720,720,41,9,695,719
PASCAL VOC with XML Files\Sheep\Annotations\41b99ef8-296.xml,41b99ef8-296.png,Sheep,720,720,30,0,509,720
PASCAL VOC with XML Files\Sheep\Annotations\461a6ca0-390.xml,461a6ca0-390.png,Sheep,720,720,65,192,719,719
PASCAL VOC with XML Files\Sheep\Annotations\473321af-00b5cee937f6518d.xml,473321af-00b5cee937f6518d.png,Sheep,720,720,0,0,714,720
PASCAL VOC with XML Files\Sheep\Annotations\476e587f-6bc45c216388e7b4.xml,476e587f-6bc45c216388e7b4.png,Sheep,720,720,0,58,720,719
PASCAL VOC with XML Files\Sheep\Annotations\4a4c80da-100.xml,4a4c80da-100.png,Sheep,720,720,260,125,719,719
PASCAL VOC with XML Files\Sheep\Annotations\4bfbe0b7-049e6389e2d561dd.xml,4bfbe0b7-049e6389e2d561dd.png,Sheep,720,720,13,153,240,456
PASCAL VOC with XML Files\Sheep\Annotations\4dca27dd-48.xml,4dca27dd-48.png,Sheep,720,720,6,34,719,631
PASCAL VOC with XML Files\Sheep\Annotations\4e80b681-0abbf44739631158.xml,4e80b681-0abbf44739631158.png,Sheep,720,720,69,32,719,719
PASCAL VOC with XML Files\Sheep\Annotations\4f96b751-309.xml,4f96b751-309.png,Sheep,720,720,74,225,548,719
PASCAL VOC with XML Files\Sheep\Annotations\50744e6a-298.xml,50744e6a-298.png,Sheep,720,720,16,5,634,719
PASCAL VOC with XML Files\Sheep\Annotations\51bc9dcd-93.xml,51bc9dcd-93.png,Sheep,720,720,0,174,237,641
PASCAL VOC with XML Files\Sheep\Annotations\52a707c4-258.xml,52a707c4-258.png,Sheep,720,720,239,81,646,670
PASCAL VOC with XML Files\Sheep\Annotations\54b24c90-293.xml,54b24c90-293.png,Sheep,720,720,16,345,328,608
PASCAL VOC with XML Files\Sheep\Annotations\55c6690e-166.xml,55c6690e-166.png,Sheep,720,720,14,244,235,671
PASCAL VOC with XML Files\Sheep\Annotations\582aa970-91.xml,582aa970-91.png,Sheep,720,720,58,178,603,719
PASCAL VOC with XML Files\Sheep\Annotations\590f43b5-1390b02fff6e0144.xml,590f43b5-1390b02fff6e0144.png,Sheep,720,720,100,9,611,695
PASCAL VOC with XML Files\Sheep\Annotations\59f26869-187.xml,59f26869-187.png,Sheep,720,720,0,36,649,719
PASCAL VOC with XML Files\Sheep\Annotations\5be170c6-294.xml,5be170c6-294.png,Sheep,720,720,80,21,719,612
PASCAL VOC with XML Files\Sheep\Annotations\5cd4f997-87.xml,5cd4f997-87.png,Sheep,720,720,61,36,559,719
PASCAL VOC with XML Files\Sheep\Annotations\5d312720-186.xml,5d312720-186.png,Sheep,720,720,36,84,663,715
PASCAL VOC with XML Files\Sheep\Annotations\5d4bce66-121.xml,5d4bce66-121.png,Sheep,720,720,114,40,550,710
PASCAL VOC with XML Files\Sheep\Annotations\5dce7500-67.xml,5dce7500-67.png,Sheep,720,720,0,77,720,719
PASCAL VOC with XML Files\Sheep\Annotations\5e8e5591-375.xml,5e8e5591-375.png,Sheep,720,720,46,136,612,576
PASCAL VOC with XML Files\Sheep\Annotations\60361d22-352.xml,60361d22-352.png,Sheep,720,720,0,138,719,719
PASCAL VOC with XML Files\Sheep\Annotations\60957824-360.xml,60957824-360.png,Sheep,720,720,313,113,719,703
PASCAL VOC with XML Files\Sheep\Annotations\626c1e61-301.xml,626c1e61-301.png,Sheep,720,720,142,32,544,719
PASCAL VOC with XML Files\Sheep\Annotations\636d89a8-61eddcfb26ded6fd.xml,636d89a8-61eddcfb26ded6fd.png,Sheep,720,720,129,20,545,681
PASCAL VOC with XML Files\Sheep\Annotations\64104514-63.xml,64104514-63.png,Sheep,720,720,0,114,686,719
PASCAL VOC with XML Files\Sheep\Annotations\6434b7ab-224.xml,6434b7ab-224.png,Sheep,720,720,0,88,686,719
PASCAL VOC with XML Files\Sheep\Annotations\654ab7ac-320.xml,654ab7ac-320.png,Sheep,720,720,164,45,552,181
PASCAL VOC with XML Files\Sheep\Annotations\66cab51f-18.xml,66cab51f-18.png,Sheep,720,720,0,34,719,719
PASCAL VOC with XML Files\Sheep\Annotations\67a7f15d-36.xml,67a7f15d-36.png,Sheep,720,720,0,89,690,719
PASCAL VOC with XML Files\Sheep\Annotations\68ae774b-362.xml,68ae774b-362.png,Sheep,720,720,309,88,696,488
PASCAL VOC with XML Files\Sheep\Annotations\68f60de4-270.xml,68f60de4-270.png,Sheep,720,720,64,367,283,596
PASCAL VOC with XML Files\Sheep\Annotations\6934fb1d-a855a75ae710d900.xml,6934fb1d-a855a75ae710d900.png,Sheep,720,720,178,112,719,523
PASCAL VOC with XML Files\Sheep\Annotations\693c91e0-318.xml,693c91e0-318.png,Sheep,720,720,0,133,720,608
PASCAL VOC with XML Files\Sheep\Annotations\6a02baa2-406ccc3a3606eb0a.xml,6a02baa2-406ccc3a3606eb0a.png,Sheep,720,720,14,168,629,623
PASCAL VOC with XML Files\Sheep\Annotations\6a0da0d6-369.xml,6a0da0d6-369.png,Sheep,720,720,1,104,716,719
PASCAL VOC with XML Files\Sheep\Annotations\6a1ca3d6-124.xml,6a1ca3d6-124.png,Sheep,720,720,94,133,522,688
PASCAL VOC with XML Files\Sheep\Annotations\6d273a79-938745a238f31528.xml,6d273a79-938745a238f31528.png,Sheep,720,720,49,125,719,719
PASCAL VOC with XML Files\Sheep\Annotations\6dafceab-178.xml,6dafceab-178.png,Sheep,720,720,98,16,585,715
PASCAL VOC with XML Files\Sheep\Annotations\6ed52bb4-366.xml,6ed52bb4-366.png,Sheep,720,720,37,140,666,510
PASCAL VOC with XML Files\Sheep\Annotations\6f34ea27-146.xml,6f34ea27-146.png,Sheep,720,720,168,177,539,719
PASCAL VOC with XML Files\Sheep\Annotations\6fb869c6-0d1c6099085d6831.xml,6fb869c6-0d1c6099085d6831.png,Sheep,720,720,24,42,719,719
PASCAL VOC with XML Files\Sheep\Annotations\732fca44-281.xml,732fca44-281.png,Sheep,720,720,86,132,371,686
PASCAL VOC with XML Files\Sheep\Annotations\739e3b5a-45.xml,739e3b5a-45.png,Sheep,720,720,14,78,711,707
PASCAL VOC with XML Files\Sheep\Annotations\7559c6df-386.xml,7559c6df-386.png,Sheep,720,720,29,101,702,624
PASCAL VOC with XML Files\Sheep\Annotations\759f9cbf-98.xml,759f9cbf-98.png,Sheep,720,720,72,88,719,719
PASCAL VOC with XML Files\Sheep\Annotations\76b77ddd-262.xml,76b77ddd-262.png,Sheep,720,720,12,228,719,623
PASCAL VOC with XML Files\Sheep\Annotations\77b7ac32-0b0e95c13052e55a.xml,77b7ac32-0b0e95c13052e55a.png,Sheep,720,720,81,490,332,635
PASCAL VOC with XML Files\Sheep\Annotations\785da56f-56.xml,785da56f-56.png,Sheep,720,720,20,72,713,715
PASCAL VOC with XML Files\Sheep\Annotations\7f5887d4-22.xml,7f5887d4-22.png,Sheep,720,720,8,74,705,719
PASCAL VOC with XML Files\Sheep\Annotations\7fcdd649-218.xml,7fcdd649-218.png,Sheep,720,720,149,25,715,719
PASCAL VOC with XML Files\Sheep\Annotations\805367d8-8831d75759c88a60.xml,805367d8-8831d75759c88a60.png,Sheep,720,720,243,108,697,719
PASCAL VOC with XML Files\Sheep\Annotations\80b9cb85-9.xml,80b9cb85-9.png,Sheep,720,720,273,0,566,719
PASCAL VOC with XML Files\Sheep\Annotations\814ba404-165.xml,814ba404-165.png,Sheep,720,720,0,122,720,637
PASCAL VOC with XML Files\Sheep\Annotations\84792a7f-357.xml,84792a7f-357.png,Sheep,720,720,46,89,357,719
PASCAL VOC with XML Files\Sheep\Annotations\86a6fcd5-b720f6b0c8b9f9f2.xml,86a6fcd5-b720f6b0c8b9f9f2.png,Sheep,720,720,0,17,613,719
PASCAL VOC with XML Files\Sheep\Annotations\8c223473-3713ebac9ff201c7.xml,8c223473-3713ebac9ff201c7.png,Sheep,720,720,44,37,597,608
PASCAL VOC with XML Files\Sheep\Annotations\8d40cb0e-34.xml,8d40cb0e-34.png,Sheep,720,720,0,292,362,671
PASCAL VOC with XML Files\Sheep\Annotations\8fa7b27c-291.xml,8fa7b27c-291.png,Sheep,720,720,38,100,687,694
PASCAL VOC with XML Files\Sheep\Annotations\8fb37d27-71.xml,8fb37d27-71.png,Sheep,720,720,117,272,555,640
PASCAL VOC with XML Files\Sheep\Annotations\93632ec9-310.xml,93632ec9-310.png,Sheep,720,720,487,371,648,642
PASCAL VOC with XML Files\Sheep\Annotations\9655d60f-256.xml,9655d60f-256.png,Sheep,720,720,0,236,448,600
PASCAL VOC with XML Files\Sheep\Annotations\986cbf25-285.xml,986cbf25-285.png,Sheep,720,720,221,29,711,719
PASCAL VOC with XML Files\Sheep\Annotations\98c05f46-216.xml,98c05f46-216.png,Sheep,720,720,21,9,692,683
PASCAL VOC with XML Files\Sheep\Annotations\9b7e3452-349.xml,9b7e3452-349.png,Sheep,720,720,69,97,368,719
PASCAL VOC with XML Files\Sheep\Annotations\9b996f26-337.xml,9b996f26-337.png,Sheep,720,720,80,24,719,618
PASCAL VOC with XML Files\Sheep\Annotations\9c321d10-177.xml,9c321d10-177.png,Sheep,720,720,8,62,691,719
PASCAL VOC with XML Files\Sheep\Annotations\9c422d81-46.xml,9c422d81-46.png,Sheep,720,720,10,181,701,657
PASCAL VOC with XML Files\Sheep\Annotations\9cb41bbc-64.xml,9cb41bbc-64.png,Sheep,720,720,0,158,720,719
PASCAL VOC with XML Files\Sheep\Annotations\9cf4fdd9-90.xml,9cf4fdd9-90.png,Sheep,720,720,46,97,681,679
PASCAL VOC with XML Files\Sheep\Annotations\9e299a62-778cc33307c0e296.xml,9e299a62-778cc33307c0e296.png,Sheep,720,720,108,156,511,662
PASCAL VOC with XML Files\Sheep\Annotations\9e8d790e-271.xml,9e8d790e-271.png,Sheep,720,720,299,215,595,666
PASCAL VOC with XML Files\Sheep\Annotations\9f5089ec-00cd78afd11ade07.xml,9f5089ec-00cd78afd11ade07.png,Sheep,720,720,0,90,665,719
PASCAL VOC with XML Files\Sheep\Annotations\9fba3527-c4fe7adb407655e0.xml,9fba3527-c4fe7adb407655e0.png,Sheep,720,720,1,347,270,586
PASCAL VOC with XML Files\Sheep\Annotations\a3df4f0a-30ab3272f0aee63a.xml,a3df4f0a-30ab3272f0aee63a.png,Sheep,720,720,0,0,705,711
PASCAL VOC with XML Files\Sheep\Annotations\a42f4670-189.xml,a42f4670-189.png,Sheep,720,720,13,124,602,570
PASCAL VOC with XML Files\Sheep\Annotations\a8017259-81.xml,a8017259-81.png,Sheep,720,720,54,195,617,594
PASCAL VOC with XML Files\Sheep\Annotations\a8f2f4c4-21.xml,a8f2f4c4-21.png,Sheep,720,720,114,1,546,719
PASCAL VOC with XML Files\Sheep\Annotations\aa5cfb32-126.xml,aa5cfb32-126.png,Sheep,720,720,66,177,305,627
PASCAL VOC with XML Files\Sheep\Annotations\ad3e4379-0b06ffc5939d78d7.xml,ad3e4379-0b06ffc5939d78d7.png,Sheep,720,720,25,180,639,648
PASCAL VOC with XML Files\Sheep\Annotations\afd5b817-0c47716905faf00c.xml,afd5b817-0c47716905faf00c.png,Sheep,720,720,50,41,687,595
PASCAL VOC with XML Files\Sheep\Annotations\b07acdb6-136.xml,b07acdb6-136.png,Sheep,720,720,140,97,497,692
PASCAL VOC with XML Files\Sheep\Annotations\b08ca37f-316.xml,b08ca37f-316.png,Sheep,720,720,197,199,565,719
PASCAL VOC with XML Files\Sheep\Annotations\b30c2653-175.xml,b30c2653-175.png,Sheep,720,720,100,0,586,720
PASCAL VOC with XML Files\Sheep\Annotations\b4796849-10.xml,b4796849-10.png,Sheep,720,720,22,0,689,719
PASCAL VOC with XML Files\Sheep\Annotations\b557a92d-99.xml,b557a92d-99.png,Sheep,720,720,124,90,554,691
PASCAL VOC with XML Files\Sheep\Annotations\b5b54839-b0c15cc0d676a015.xml,b5b54839-b0c15cc0d676a015.png,Sheep,720,720,85,61,658,688
PASCAL VOC with XML Files\Sheep\Annotations\b6ff88c0-19dd20000edee77f.xml,b6ff88c0-19dd20000edee77f.png,Sheep,720,720,53,54,636,701
PASCAL VOC with XML Files\Sheep\Annotations\b7005dfa-75.xml,b7005dfa-75.png,Sheep,720,720,259,0,719,719
PASCAL VOC with XML Files\Sheep\Annotations\b71f2819-138.xml,b71f2819-138.png,Sheep,720,720,0,176,719,719
PASCAL VOC with XML Files\Sheep\Annotations\b7aacc02-4365b21fd03a5344.xml,b7aacc02-4365b21fd03a5344.png,Sheep,720,720,0,138,542,719
PASCAL VOC with XML Files\Sheep\Annotations\b7e479b9-e864dd7dd377829c.xml,b7e479b9-e864dd7dd377829c.png,Sheep,720,720,34,157,715,719
PASCAL VOC with XML Files\Sheep\Annotations\bbfe557d-255.xml,bbfe557d-255.png,Sheep,720,720,2,104,717,638
PASCAL VOC with XML Files\Sheep\Annotations\bcfb4a72-202.xml,bcfb4a72-202.png,Sheep,720,720,0,77,719,719
PASCAL VOC with XML Files\Sheep\Annotations\be5f17b8-ecccf93f702f02b0.xml,be5f17b8-ecccf93f702f02b0.png,Sheep,720,720,17,36,719,719
PASCAL VOC with XML Files\Sheep\Annotations\bea96149-279.xml,bea96149-279.png,Sheep,720,720,0,28,205,377
PASCAL VOC with XML Files\Sheep\Annotations\c16e2f69-395.xml,c16e2f69-395.png,Sheep,720,720,0,26,710,719
PASCAL VOC with XML Files\Sheep\Annotations\c3f1f8cf-23468c549b0542ba.xml,c3f1f8cf-23468c549b0542ba.png,Sheep,720,720,327,185,662,599
PASCAL VOC with XML Files\Sheep\Annotations\c530ad24-52b0e1f10d2cbf2c.xml,c530ad24-52b0e1f10d2cbf2c.png,Sheep,720,720,0,122,682,719
PASCAL VOC with XML Files\Sheep\Annotations\c53b2b51-190.xml,c53b2b51-190.png,Sheep,720,720,141,245,577,641
PASCAL VOC with XML Files\Sheep\Annotations\c85dd26d-131.xml,c85dd26d-131.png,Sheep,720,720,33,169,711,684
PASCAL VOC with XML Files\Sheep\Annotations\c99683f7-313.xml,c99683f7-313.png,Sheep,720,720,77,8,719,563
PASCAL VOC with XML Files\Sheep\Annotations\c9e4a895-351.xml,c9e4a895-351.png,Sheep,720,720,30,56,719,719
PASCAL VOC with XML Files\Sheep\Annotations\ca82a511-172.xml,ca82a511-172.png,Sheep,720,720,44,0,719,719
PASCAL VOC with XML Files\Sheep\Annotations\cb47b860-223.xml,cb47b860-223.png,Sheep,720,720,46,133,719,719
PASCAL VOC with XML Files\Sheep\Annotations\cd44c0a4-74896b4bbeecfbda.xml,cd44c0a4-74896b4bbeecfbda.png,Sheep,720,720,32,0,719,719
PASCAL VOC with XML Files\Sheep\Annotations\d0514506-148.xml,d0514506-148.png,Sheep,720,720,29,344,190,669
PASCAL VOC with XML Files\Sheep\Annotations\d0cc2331-13d8fd5b23fbaa29.xml,d0cc2331-13d8fd5b23fbaa29.png,Sheep,720,720,249,236,505,485
PASCAL VOC with XML Files\Sheep\Annotations\d1ccd127-157824f75efa71fd.xml,d1ccd127-157824f75efa71fd.png,Sheep,720,720,157,114,533,719
PASCAL VOC with XML Files\Sheep\Annotations\d1e8cd8e-319.xml,d1e8cd8e-319.png,Sheep,720,720,470,260,600,646
PASCAL VOC with XML Files\Sheep\Annotations\d1fce1d8-7d5a5a019f87cdf5.xml,d1fce1d8-7d5a5a019f87cdf5.png,Sheep,720,720,5,8,541,654
PASCAL VOC with XML Files\Sheep\Annotations\d274c2a1-c4af68747058d866.xml,d274c2a1-c4af68747058d866.png,Sheep,720,720,165,6,719,719
PASCAL VOC with XML Files\Sheep\Annotations\d451d06e-217.xml,d451d06e-217.png,Sheep,720,720,0,58,720,719
PASCAL VOC with XML Files\Sheep\Annotations\d9752226-378.xml,d9752226-378.png,Sheep,720,720,0,249,714,719
PASCAL VOC with XML Files\Sheep\Annotations\d97d8f09-173.xml,d97d8f09-173.png,Sheep,720,720,0,33,718,636
PASCAL VOC with XML Files\Sheep\Annotations\da974b0e-385.xml,da974b0e-385.png,Sheep,720,720,72,28,407,719
PASCAL VOC with XML Files\Sheep\Annotations\da9f494e-180.xml,da9f494e-180.png,Sheep,720,720,20,280,667,719
PASCAL VOC with XML Files\Sheep\Annotations\dccc33c4-338.xml,dccc33c4-338.png,Sheep,720,720,76,118,393,338
PASCAL VOC with XML Files\Sheep\Annotations\dd0b327d-84.xml,dd0b327d-84.png,Sheep,720,720,60,209,261,573
PASCAL VOC with XML Files\Sheep\Annotations\dd766794-f40e778b999b869e.xml,dd766794-f40e778b999b869e.png,Sheep,720,720,0,187,720,681
PASCAL VOC with XML Files\Sheep\Annotations\de240967-234.xml,de240967-234.png,Sheep,720,720,58,0,701,720
PASCAL VOC with XML Files\Sheep\Annotations\df4b1f1f-efe693e0f5def5d5.xml,df4b1f1f-efe693e0f5def5d5.png,Sheep,720,720,1,73,712,587
PASCAL VOC with XML Files\Sheep\Annotations\e0381a2f-c59665a072019b59.xml,e0381a2f-c59665a072019b59.png,Sheep,720,720,105,50,659,715
PASCAL VOC with XML Files\Sheep\Annotations\e150d2b3-241.xml,e150d2b3-241.png,Sheep,720,720,30,144,685,670
PASCAL VOC with XML Files\Sheep\Annotations\e1de44ca-127.xml,e1de44ca-127.png,Sheep,720,720,17,114,624,626
PASCAL VOC with XML Files\Sheep\Annotations\e2d6fcb8-114.xml,e2d6fcb8-114.png,Sheep,720,720,93,8,576,559
PASCAL VOC with XML Files\Sheep\Annotations\e5465b0b-244.xml,e5465b0b-244.png,Sheep,720,720,69,114,658,708
PASCAL VOC with XML Files\Sheep\Annotations\e6348d3f-16.xml,e6348d3f-16.png,Sheep,720,720,1,201,719,719
PASCAL VOC with XML Files\Sheep\Annotations\e7b85902-118.xml,e7b85902-118.png,Sheep,720,720,0,80,565,685
PASCAL VOC with XML Files\Sheep\Annotations\e8774e51-211.xml,e8774e51-211.png,Sheep,720,720,249,231,588,686
PASCAL VOC with XML Files\Sheep\Annotations\e9beef90-377.xml,e9beef90-377.png,Sheep,720,720,76,60,639,719
PASCAL VOC with XML Files\Sheep\Annotations\eb7a3910-200.xml,eb7a3910-200.png,Sheep,720,720,9,101,712,714
PASCAL VOC with XML Files\Sheep\Annotations\eb844039-54.xml,eb844039-54.png,Sheep,720,720,5,64,465,579
PASCAL VOC with XML Files\Sheep\Annotations\eca2e280-266.xml,eca2e280-266.png,Sheep,720,720,4,106,271,669
PASCAL VOC with XML Files\Sheep\Annotations\eca9a9d0-989e5b65148425ec.xml,eca9a9d0-989e5b65148425ec.png,Sheep,720,720,40,29,719,719
PASCAL VOC with XML Files\Sheep\Annotations\edd9a308-276.xml,edd9a308-276.png,Sheep,720,720,148,45,594,719
PASCAL VOC with XML Files\Sheep\Annotations\ee100520-73.xml,ee100520-73.png,Sheep,720,720,285,126,719,719
PASCAL VOC with XML Files\Sheep\Annotations\ee1b5129-130.xml,ee1b5129-130.png,Sheep,720,720,0,176,320,692
PASCAL VOC with XML Files\Sheep\Annotations\ef019c6a-265.xml,ef019c6a-265.png,Sheep,720,720,185,80,649,719
PASCAL VOC with XML Files\Sheep\Annotations\f1590fab-372.xml,f1590fab-372.png,Sheep,720,720,0,6,720,719
PASCAL VOC with XML Files\Sheep\Annotations\f18f0314-e5620cdf1a4b3128.xml,f18f0314-e5620cdf1a4b3128.png,Sheep,720,720,231,156,536,642
PASCAL VOC with XML Files\Sheep\Annotations\f234aebb-69.xml,f234aebb-69.png,Sheep,720,720,0,37,719,719
PASCAL VOC with XML Files\Sheep\Annotations\f2d35d5d-152.xml,f2d35d5d-152.png,Sheep,720,720,0,141,720,719
PASCAL VOC with XML Files\Sheep\Annotations\f574ee8a-232.xml,f574ee8a-232.png,Sheep,720,720,0,0,686,719
PASCAL VOC with XML Files\Sheep\Annotations\f6beb232-27.xml,f6beb232-27.png,Sheep,720,720,12,112,719,719
PASCAL VOC with XML Files\Sheep\Annotations\f95cb459-192.xml,f95cb459-192.png,Sheep,720,720,193,2,603,719
PASCAL VOC with XML Files\Sheep\Annotations\f97e039e-263.xml,f97e039e-263.png,Sheep,720,720,6,62,719,719
PASCAL VOC with XML Files\Sheep\Annotations\fa294949-246.xml,fa294949-246.png,Sheep,720,720,0,2,601,625
PASCAL VOC with XML Files\Sheep\Annotations\fb1fe97c-88.xml,fb1fe97c-88.png,Sheep,720,720,0,176,719,719
PASCAL VOC with XML Files\Sheep\Annotations\fbbf0797-361.xml,fbbf0797-361.png,Sheep,720,720,93,106,464,719
PASCAL VOC with XML Files\Sheep\Annotations\fd979f23-5aff1394039850d8.xml,fd979f23-5aff1394039850d8.png,Sheep,720,720,146,145,528,635
