File Path,filename,name,height,width,xmin,ymin,xmax,ymax
PASCAL VOC with XML Files\Goat\Annotations\4a9c3401-7.xml,4a9c3401-7.png,Goat,720,720,26,121,706,662
PASCAL VOC with XML Files\Goat\Annotations\4b980a5f-724.xml,4b980a5f-724.png,Goat,720,720,1,70,715,633
PASCAL VOC with XML Files\Goat\Annotations\4d498cf1-735.xml,4d498cf1-735.png,Goat,720,720,0,95,329,719
PASCAL VOC with XML Files\Goat\Annotations\5039b2fc-442.xml,5039b2fc-442.png,Goat,720,720,129,6,650,719
PASCAL VOC with XML Files\Goat\Annotations\53297aae-728.xml,53297aae-728.png,Goat,720,720,100,143,719,719
PASCAL VOC with XML Files\Goat\Annotations\53e61af6-702.xml,53e61af6-702.png,Goat,720,720,83,0,719,688
PASCAL VOC with XML Files\Goat\Annotations\55aff02e-649.xml,55aff02e-649.png,Goat,720,720,5,76,717,716
PASCAL VOC with XML Files\Goat\Annotations\56ccd55c-713.xml,56ccd55c-713.png,Goat,720,720,208,28,677,719
PASCAL VOC with XML Files\Goat\Annotations\56d178d4-611.xml,56d178d4-611.png,Goat,720,720,106,74,719,719
PASCAL VOC with XML Files\Goat\Annotations\58974bab-440.xml,58974bab-440.png,Goat,720,720,1,3,713,719
PASCAL VOC with XML Files\Goat\Annotations\5bc50f00-798.xml,5bc50f00-798.png,Goat,720,720,84,0,648,719
PASCAL VOC with XML Files\Goat\Annotations\5e429961-592.xml,5e429961-592.png,Goat,720,720,67,34,719,719
PASCAL VOC with XML Files\Goat\Annotations\5f4c4869-736.xml,5f4c4869-736.png,Goat,720,720,119,0,585,665
PASCAL VOC with XML Files\Goat\Annotations\62779ff0-616fuk.xml,62779ff0-616fuk.png,Goat,720,720,170,22,554,706
PASCAL VOC with XML Files\Goat\Annotations\62fccd08-678.xml,62fccd08-678.png,Goat,720,720,126,0,600,720
PASCAL VOC with XML Files\Goat\Annotations\64624e5e-622.xml,64624e5e-622.png,Goat,720,720,41,125,651,719
PASCAL VOC with XML Files\Goat\Annotations\64704289-8.xml,64704289-8.png,Goat,720,720,27,33,685,683
PASCAL VOC with XML Files\Goat\Annotations\647a36f9-691.xml,647a36f9-691.png,Goat,720,720,3,0,719,708
PASCAL VOC with XML Files\Goat\Annotations\64c02155-651.xml,64c02155-651.png,Goat,720,720,92,19,651,672
PASCAL VOC with XML Files\Goat\Annotations\6567efdc-56.xml,6567efdc-56.png,Goat,720,720,116,84,609,664
PASCAL VOC with XML Files\Goat\Annotations\6876d134-719.xml,6876d134-719.png,Goat,720,720,0,49,663,719
PASCAL VOC with XML Files\Goat\Annotations\68c8159f-586.xml,68c8159f-586.png,Goat,720,720,1,35,634,701
PASCAL VOC with XML Files\Goat\Annotations\6a99e40d-54.xml,6a99e40d-54.png,Goat,720,720,69,67,662,647
PASCAL VOC with XML Files\Goat\Annotations\6b757a85-474.xml,6b757a85-474.png,Goat,720,720,118,0,715,645
PASCAL VOC with XML Files\Goat\Annotations\6d0e2674-626.xml,6d0e2674-626.png,Goat,720,720,6,53,249,719
PASCAL VOC with XML Files\Goat\Annotations\6d3175d4-640.xml,6d3175d4-640.png,Goat,720,720,118,58,667,719
PASCAL VOC with XML Files\Goat\Annotations\6e3aceed-495.xml,6e3aceed-495.png,Goat,720,720,89,7,591,677
PASCAL VOC with XML Files\Goat\Annotations\6e71c73d-699.xml,6e71c73d-699.png,Goat,720,720,63,0,442,566
PASCAL VOC with XML Files\Goat\Annotations\6ff6a61f-581.xml,6ff6a61f-581.png,Goat,720,720,105,56,444,719
PASCAL VOC with XML Files\Goat\Annotations\7221538f-631.xml,7221538f-631.png,Goat,720,720,95,7,654,719
PASCAL VOC with XML Files\Goat\Annotations\7298dfc0-416.xml,7298dfc0-416.png,Goat,720,720,5,7,719,719
PASCAL VOC with XML Files\Goat\Annotations\74027602-638.xml,74027602-638.png,Goat,720,720,226,15,686,719
PASCAL VOC with XML Files\Goat\Annotations\755c1d38-604.xml,755c1d38-604.png,Goat,720,720,30,57,705,719
PASCAL VOC with XML Files\Goat\Annotations\75d62a95-502.xml,75d62a95-502.png,Goat,720,720,62,57,645,696
PASCAL VOC with XML Files\Goat\Annotations\769bb75b-666.xml,769bb75b-666.png,Goat,720,720,258,125,473,648
PASCAL VOC with XML Files\Goat\Annotations\76dcfd48-411.xml,76dcfd48-411.png,Goat,720,720,30,78,680,719
PASCAL VOC with XML Files\Goat\Annotations\7899d706-540.xml,7899d706-540.png,Goat,720,720,2,48,651,719
PASCAL VOC with XML Files\Goat\Annotations\7a5b2614-683.xml,7a5b2614-683.png,Goat,720,720,66,9,719,719
PASCAL VOC with XML Files\Goat\Annotations\7b113f67-494.xml,7b113f67-494.png,Goat,720,720,71,16,588,705
PASCAL VOC with XML Files\Goat\Annotations\7b2debd1-581hlj.xml,7b2debd1-581hlj.png,Goat,720,720,9,62,470,667
PASCAL VOC with XML Files\Goat\Annotations\7cb5c2bf-34.xml,7cb5c2bf-34.png,Goat,720,720,3,49,719,719
PASCAL VOC with XML Files\Goat\Annotations\7e83f4cc-583.xml,7e83f4cc-583.png,Goat,720,720,0,117,717,717
PASCAL VOC with XML Files\Goat\Annotations\7fc59962-484.xml,7fc59962-484.png,Goat,720,720,0,58,719,631
PASCAL VOC with XML Files\Goat\Annotations\8215410f-470.xml,8215410f-470.png,Goat,720,720,92,39,659,648
PASCAL VOC with XML Files\Goat\Annotations\8320bd69-726.xml,8320bd69-726.png,Goat,720,720,126,15,719,578
PASCAL VOC with XML Files\Goat\Annotations\84e17ac0-451.xml,84e17ac0-451.png,Goat,720,720,9,20,709,686
PASCAL VOC with XML Files\Goat\Annotations\84fd86c9-656.xml,84fd86c9-656.png,Goat,720,720,160,164,563,685
PASCAL VOC with XML Files\Goat\Annotations\864843bc-739.xml,864843bc-739.png,Goat,720,720,0,7,720,719
PASCAL VOC with XML Files\Goat\Annotations\86d9ade7-4.xml,86d9ade7-4.png,Goat,720,720,74,122,706,667
PASCAL VOC with XML Files\Goat\Annotations\86efdb5b-703.xml,86efdb5b-703.png,Goat,720,720,87,41,410,719
PASCAL VOC with XML Files\Goat\Annotations\8a43953d-564.xml,8a43953d-564.png,Goat,720,720,61,89,705,643
PASCAL VOC with XML Files\Goat\Annotations\8daa7ab7-466.xml,8daa7ab7-466.png,Goat,720,720,1,56,715,717
PASCAL VOC with XML Files\Goat\Annotations\8e27a498-492.xml,8e27a498-492.png,Goat,720,720,56,46,635,589
PASCAL VOC with XML Files\Goat\Annotations\8e76bc0d-689.xml,8e76bc0d-689.png,Goat,720,720,58,6,661,716
PASCAL VOC with XML Files\Goat\Annotations\8f34e3fb-609.xml,8f34e3fb-609.png,Goat,720,720,60,57,708,677
PASCAL VOC with XML Files\Goat\Annotations\8f80be52-14.xml,8f80be52-14.png,Goat,720,720,7,49,719,677
PASCAL VOC with XML Files\Goat\Annotations\90833b8a-9.xml,90833b8a-9.png,Goat,720,720,176,6,532,715
PASCAL VOC with XML Files\Goat\Annotations\9170209c-633.xml,9170209c-633.png,Goat,720,720,155,16,670,719
PASCAL VOC with XML Files\Goat\Annotations\94d88690-646.xml,94d88690-646.png,Goat,720,720,1,0,623,718
PASCAL VOC with XML Files\Goat\Annotations\95908bf5-707.xml,95908bf5-707.png,Goat,720,720,49,0,719,719
PASCAL VOC with XML Files\Goat\Annotations\99c85a9a-467.xml,99c85a9a-467.png,Goat,720,720,0,39,712,715
PASCAL VOC with XML Files\Goat\Annotations\9beac512-801.xml,9beac512-801.png,Goat,720,720,2,33,680,706
PASCAL VOC with XML Files\Goat\Annotations\9d02b995-796.xml,9d02b995-796.png,Goat,720,720,140,49,622,719
PASCAL VOC with XML Files\Goat\Annotations\9e6da072-445.xml,9e6da072-445.png,Goat,720,720,217,5,545,717
PASCAL VOC with XML Files\Goat\Annotations\a1555a22-734.xml,a1555a22-734.png,Goat,720,720,0,0,720,691
PASCAL VOC with XML Files\Goat\Annotations\a287f24f-732.xml,a287f24f-732.png,Goat,720,720,33,0,719,719
PASCAL VOC with XML Files\Goat\Annotations\a28ff529-85.xml,a28ff529-85.png,Goat,720,720,80,73,595,675
PASCAL VOC with XML Files\Goat\Annotations\a2972c3b-565.xml,a2972c3b-565.png,Goat,720,720,76,225,659,673
PASCAL VOC with XML Files\Goat\Annotations\a3f37672-663.xml,a3f37672-663.png,Goat,720,720,48,56,705,659
PASCAL VOC with XML Files\Goat\Annotations\a521685f-757.xml,a521685f-757.png,Goat,720,720,33,88,523,719
PASCAL VOC with XML Files\Goat\Annotations\a6ac6f40-444.xml,a6ac6f40-444.png,Goat,720,720,199,113,705,719
PASCAL VOC with XML Files\Goat\Annotations\aa8a97fd-700.xml,aa8a97fd-700.png,Goat,720,720,11,140,719,719
PASCAL VOC with XML Files\Goat\Annotations\aaf0ddf8-2.xml,aaf0ddf8-2.png,Goat,720,720,5,93,670,647
PASCAL VOC with XML Files\Goat\Annotations\abcc8b09-634.xml,abcc8b09-634.png,Goat,720,720,0,71,687,719
PASCAL VOC with XML Files\Goat\Annotations\adaf100e-18.xml,adaf100e-18.png,Goat,720,720,20,57,669,697
PASCAL VOC with XML Files\Goat\Annotations\b1e47bbc-473.xml,b1e47bbc-473.png,Goat,720,720,195,174,521,719
PASCAL VOC with XML Files\Goat\Annotations\b2b52392-623.xml,b2b52392-623.png,Goat,720,720,328,18,719,671
PASCAL VOC with XML Files\Goat\Annotations\b3ed26ab-583gl.xml,b3ed26ab-583gl.png,Goat,720,720,146,27,596,719
PASCAL VOC with XML Files\Goat\Annotations\b405c074-781.xml,b405c074-781.png,Goat,720,720,45,28,522,702
PASCAL VOC with XML Files\Goat\Annotations\b48992da-694.xml,b48992da-694.png,Goat,720,720,6,18,719,705
PASCAL VOC with XML Files\Goat\Annotations\b52f1ba1-556656.xml,b52f1ba1-556656.png,Goat,720,720,133,0,502,710
PASCAL VOC with XML Files\Goat\Annotations\b5dad98d-600.xml,b5dad98d-600.png,Goat,720,720,0,101,584,594
PASCAL VOC with XML Files\Goat\Annotations\b5f61067-500.xml,b5f61067-500.png,Goat,720,720,97,70,593,699
PASCAL VOC with XML Files\Goat\Annotations\b96c92c0-790.xml,b96c92c0-790.png,Goat,720,720,367,275,604,689
PASCAL VOC with XML Files\Goat\Annotations\b9e63aa2-763.xml,b9e63aa2-763.png,Goat,720,720,50,39,678,640
PASCAL VOC with XML Files\Goat\Annotations\bd0f1743-714.xml,bd0f1743-714.png,Goat,720,720,0,0,719,670
PASCAL VOC with XML Files\Goat\Annotations\bf33dc45-519.xml,bf33dc45-519.png,Goat,720,720,35,190,275,596
PASCAL VOC with XML Files\Goat\Annotations\bf91cae0-682.xml,bf91cae0-682.png,Goat,720,720,13,125,680,719
PASCAL VOC with XML Files\Goat\Annotations\c14ab28e-608.xml,c14ab28e-608.png,Goat,720,720,90,52,679,719
PASCAL VOC with XML Files\Goat\Annotations\c211b52d-701.xml,c211b52d-701.png,Goat,720,720,283,6,682,719
PASCAL VOC with XML Files\Goat\Annotations\c2758b0e-513.xml,c2758b0e-513.png,Goat,720,720,24,45,684,621
PASCAL VOC with XML Files\Goat\Annotations\c5486bb5-533.xml,c5486bb5-533.png,Goat,720,720,195,67,518,719
PASCAL VOC with XML Files\Goat\Annotations\c562c267-591.xml,c562c267-591.png,Goat,720,720,0,0,551,489
PASCAL VOC with XML Files\Goat\Annotations\c6dc3f4a-560.xml,c6dc3f4a-560.png,Goat,720,720,122,91,639,719
PASCAL VOC with XML Files\Goat\Annotations\c8599b39-480.xml,c8599b39-480.png,Goat,720,720,16,134,716,717
PASCAL VOC with XML Files\Goat\Annotations\c8c2edfe-410.xml,c8c2edfe-410.png,Goat,720,720,13,75,709,685
PASCAL VOC with XML Files\Goat\Annotations\cacd68c7-528.xml,cacd68c7-528.png,Goat,720,720,80,18,625,698
PASCAL VOC with XML Files\Goat\Annotations\cc5f99fc-503.xml,cc5f99fc-503.png,Goat,720,720,79,31,694,561
PASCAL VOC with XML Files\Goat\Annotations\cd88c387-435.xml,cd88c387-435.png,Goat,720,720,225,114,699,552
PASCAL VOC with XML Files\Goat\Annotations\cfadef17-718vc.xml,cfadef17-718vc.png,Goat,720,720,371,32,681,719
PASCAL VOC with XML Files\Goat\Annotations\cfefc117-748.xml,cfefc117-748.png,Goat,720,720,11,106,715,708
PASCAL VOC with XML Files\Goat\Annotations\d0149e26-599.xml,d0149e26-599.png,Goat,720,720,66,144,265,719
PASCAL VOC with XML Files\Goat\Annotations\d4edba06-615.xml,d4edba06-615.png,Goat,720,720,60,46,719,719
PASCAL VOC with XML Files\Goat\Annotations\d5e23150-661.xml,d5e23150-661.png,Goat,720,720,0,53,599,719
PASCAL VOC with XML Files\Goat\Annotations\d71462b6-508.xml,d71462b6-508.png,Goat,720,720,82,103,714,675
PASCAL VOC with XML Files\Goat\Annotations\d861b813-422.xml,d861b813-422.png,Goat,720,720,202,20,559,719
PASCAL VOC with XML Files\Goat\Annotations\d964ab93-735fsdg.xml,d964ab93-735fsdg.png,Goat,720,720,185,20,495,719
PASCAL VOC with XML Files\Goat\Annotations\da7188e2-486.xml,da7188e2-486.png,Goat,720,720,382,117,719,719
PASCAL VOC with XML Files\Goat\Annotations\debd4986-612.xml,debd4986-612.png,Goat,720,720,74,136,719,719
PASCAL VOC with XML Files\Goat\Annotations\df9a2650-617.xml,df9a2650-617.png,Goat,720,720,37,0,668,684
PASCAL VOC with XML Files\Goat\Annotations\e1348e6b-454.xml,e1348e6b-454.png,Goat,720,720,3,0,653,684
PASCAL VOC with XML Files\Goat\Annotations\e155dff1-430.xml,e155dff1-430.png,Goat,720,720,5,82,719,719
PASCAL VOC with XML Files\Goat\Annotations\e18560da-653.xml,e18560da-653.png,Goat,720,720,0,52,643,719
PASCAL VOC with XML Files\Goat\Annotations\e21f1ca4-412.xml,e21f1ca4-412.png,Goat,720,720,15,144,686,669
PASCAL VOC with XML Files\Goat\Annotations\e228f396-578.xml,e228f396-578.png,Goat,720,720,336,178,598,719
PASCAL VOC with XML Files\Goat\Annotations\e38ff436-711.xml,e38ff436-711.png,Goat,720,720,275,44,719,719
PASCAL VOC with XML Files\Goat\Annotations\e43bd9bb-718.xml,e43bd9bb-718.png,Goat,720,720,314,165,719,692
PASCAL VOC with XML Files\Goat\Annotations\e5bd67a7-437.xml,e5bd67a7-437.png,Goat,720,720,0,0,717,720
PASCAL VOC with XML Files\Goat\Annotations\e693e4fd-708.xml,e693e4fd-708.png,Goat,720,720,127,264,356,648
PASCAL VOC with XML Files\Goat\Annotations\e7f8e56f-619.xml,e7f8e56f-619.png,Goat,720,720,13,65,697,648
PASCAL VOC with XML Files\Goat\Annotations\e835721d-611k.xml,e835721d-611k.png,Goat,720,720,5,70,512,715
PASCAL VOC with XML Files\Goat\Annotations\e952ba97-607.xml,e952ba97-607.png,Goat,720,720,69,26,719,719
PASCAL VOC with XML Files\Goat\Annotations\eada4838-675.xml,eada4838-675.png,Goat,720,720,142,6,688,719
PASCAL VOC with XML Files\Goat\Annotations\eae67ddb-432.xml,eae67ddb-432.png,Goat,720,720,1,39,719,719
PASCAL VOC with XML Files\Goat\Annotations\f04a1419-499.xml,f04a1419-499.png,Goat,720,720,35,26,697,695
PASCAL VOC with XML Files\Goat\Annotations\f078a288-406.xml,f078a288-406.png,Goat,720,720,48,5,698,706
PASCAL VOC with XML Files\Goat\Annotations\f1427c7f-575.xml,f1427c7f-575.png,Goat,720,720,75,123,586,664
PASCAL VOC with XML Files\Goat\Annotations\f345712b-635.xml,f345712b-635.png,Goat,720,720,26,0,710,719
PASCAL VOC with XML Files\Goat\Annotations\f3503d3c-436.xml,f3503d3c-436.png,Goat,720,720,0,91,717,638
PASCAL VOC with XML Files\Goat\Annotations\f5806136-22.xml,f5806136-22.png,Goat,720,720,75,129,624,692
PASCAL VOC with XML Files\Goat\Annotations\f633a024-744.xml,f633a024-744.png,Goat,720,720,97,71,647,671
PASCAL VOC with XML Files\Goat\Annotations\f69b3004-48.xml,f69b3004-48.png,Goat,720,720,96,142,677,719
PASCAL VOC with XML Files\Goat\Annotations\f6e8a703-558.xml,f6e8a703-558.png,Goat,720,720,19,28,701,707
PASCAL VOC with XML Files\Goat\Annotations\f8a466c8-659.xml,f8a466c8-659.png,Goat,720,720,1,52,683,719
PASCAL VOC with XML Files\Goat\Annotations\fcd2f017-764.xml,fcd2f017-764.png,Goat,720,720,36,176,557,584
PASCAL VOC with XML Files\Goat\Annotations\fd33b762-568.xml,fd33b762-568.png,Goat,720,720,143,0,526,718
PASCAL VOC with XML Files\Goat\Annotations\ff974915-788.xml,ff974915-788.png,Goat,720,720,80,0,712,720
